formula,id,band_gap,formation_energy,energy_above_hull
La4MnO8,mp-756496,1.3675999999999995,-3.3326973752254645,0.16585684347435858
YHSO5,mp-707095,5.2381,-2.5230852778125,0.002903540677078098
Mn3Co2Te3O16,mp-755884,0.0,-1.4799291101580454,0.1395396430902709
Li5Fe(SiO4)2,mp-753710,2.4664,-2.634153863541667,0.014251512968749935
La2MnRhO6,mp-1223338,0.3776999999999999,-2.7600611992931037,0.11387932261666656
LiMg14Cu,mp-1027832,0.0,0.030631446822916963,0.057487218802083184
Ba2Ga6O11,mp-778485,2.6626000000000003,-2.5261185917105267,0.004376943157882174
Na2MgNb2O6,mp-2217742,0.0,-2.507367296614419,0.2532565777272717
V3Sb2,mp-29617,0.0,-0.20126767000000143,0.00933339299999858
MgTi2O4,mp-1401213,0.0,-3.0825055909523806,0.14797796857143375
Eu2ZnBi2,mp-1225393,0.0,-0.5987332100000025,0.08999551263636363
Mn3N4,mp-1080197,0.0,-0.12126027236761315,0.15869337142857098
DyBO3,mp-10792,5.0107,-3.4930240533333308,0.028402722833334337
Li15H9N8,mp-1201065,2.6967000000000003,-0.5779020958203134,0.005666109609374637
CaCrF5,mp-1372734,3.1383,-3.5625816410714344,0.0010333650000067252
Mn3Co2As3Rh,mp-1221750,0.0,-0.27665307847701115,0.015601614814815257
Tb3Ni13B2,mp-541883,0.0,-0.4265730426851846,0.01036382722221596
MgVF4,mp-1443628,2.3651999999999997,-3.3129084750000004,0.09674305749999856
ThRe2,mp-1659,0.0,-0.10572018583333904,0.0
Sr4SnPbO8,mp-1208734,1.8592999999999997,-2.39804262178572,0.06656931749999728
SbAsRh,mp-1219478,0.5387000000000004,-0.5664825225000006,0.0
Ba4Mg(GeO3)4,mp-1233553,2.3638000000000003,-2.5804481364285707,0.1297184238492033
AlP2I9,mp-28046,1.6553,-0.615785900357143,0.0
MgCrO3,mp-1346485,0.22929999999999984,-2.3830556395,0.12049696800000032
AgSbSe2,mp-1229008,0.0,-0.353487729088541,0.06483097187499975
LaMnCuGe2,mp-1222995,0.0,-0.4950443485862074,0.015283530000001377
Rb6V6P6O31,mp-1210240,0.9866999999999997,-2.615702718272595,0.0
Dy6Ti4Al43,mp-567159,0.0,-0.33904082855345935,0.0
Sr2UCu2S5,mp-1078269,0.0,-1.595453296249999,0.0
AlBi3,mp-1183170,0.0,0.19477012250000003,0.19477012250000003
BaVZnF7,mp-1047908,2.3922,-3.33880164925,0.0
NbWO7,mp-1220547,0.0,-1.7828861302777779,0.36816897432539797
Ca5Gd3Ti5Mn3O24,mp-744410,0.0019000000000000128,-3.3292447142614945,0.01504882256248763
BaCa2Cu3O5,mp-1214453,0.0,-1.9173978756818189,0.19563922378788057
Li2TiCuO4,mp-757583,0.0,-2.3730504224999995,0.09696275687500044
Ca2WO5,mp-1393431,0.0,-2.683327394687499,0.26192616687499903
K2LiSbF6,mp-1110835,4.1086,-2.896441173283333,0.07328382549999901
Na7NbO6,mp-777584,2.8834000000000004,-1.961900512475369,0.09310032535714363
Lu6Sb2Mo,mp-11755,0.0,-0.6253708799999976,0.0
Tm2Ni2Sn,mp-1095204,0.0,-0.6133595360000029,0.0
Na5Mg2Zr2P5SO24,mp-2715029,3.5050999999999997,-2.8535296429729278,0.03077516833333238
Li9Mn2Co5O16,mp-1175859,0.3529,-1.8284954145581898,0.07793285718749754
SbO3,mp-726085,0.0,-1.0457027592187487,0.1650338801562512
PrAl7Au3,mp-11034,0.0,-0.5157760574242416,0.0
DyInIr,mp-22723,0.0,-0.7000996938888827,0.0
KCaAsO12,mp-1104700,0.0,-0.5366437969833328,0.6024085961746
MgMn6(O5F)2,mp-2228845,0.0,-2.0376350206624307,0.1986486448464877
NaCu2H3O10,mp-1211371,0.0,-0.8021392793830815,0.03025174839843725
BaInCuF7,mp-1228148,1.3409,-2.9506763009166663,0.0
TlHg3Sb2Br3,mp-571582,0.6482000000000001,-0.6478230714814843,0.0
Li(WO2)2,mp-504103,0.0,-1.8047266533333328,0.2418568678571411
Rb3Bi2,mp-1207251,0.0,-0.32448556050000155,0.027854970687497094
AgSnN,mp-1245446,0.0,0.3216119733333353,0.3216119733333329
YSO4F,mp-17769,5.851699999999999,-2.7535629121874967,0.006939663571429833
Bi8SbAuBr9,mp-573727,1.1643000000000003,-0.7813868898684216,0.031619301315789716
KCd(BO2)3,mp-1196758,3.7622,-2.5510637388409068,0.0009309770622820679
K2Mo2P2O11,mp-561239,0.7654999999999998,-2.373417359340336,0.06244371058823628
ZrTiSe4,mp-570062,0.0,-1.5133436854513889,0.02160941333333355
Pr2(CuSn2)3,mp-1205484,0.0,-0.3747112593939393,0.005220175681818873
CsXe3O3F13,mp-651768,2.8118999999999996,-0.7848170956077588,0.18042435750000196
Li5V3P8O29,mp-765148,1.1982,-2.6150302814735458,0.03456857781479883
Li5Ti2Mn3O10,mp-1311067,1.2347000000000006,-2.595848666856321,0.02966412099999527
Ca3Y9Al18CrSiO48,mp-720216,0.5981999999999998,-3.5362962510000004,0.02311229672355708
Ca3HfSi2O9,mp-15003,4.678,-3.4518203764999993,0.0
SbPd3,mp-973402,0.0,-0.3699980975000017,0.04927606535714446
KMgIn(MoO4)3,mp-698655,3.487,-2.1966025604953705,0.0
NaIn3S5,mp-1195769,1.2428,-0.8941908153125048,0.0029749651388844
LaBPt4,mp-1211262,0.0,-0.9049511604166677,0.0
Ca2CdAs2,mp-1191256,0.6609000000000003,-0.8985661109999995,0.02148095499999947
Na12B26O45,mp-1180710,4.581300000000001,-2.741211394305843,0.009038583674699119
CaZn,mp-1039147,0.0,-0.22133472749999994,0.026159390000000116
CdGa(AgS2)2,mp-1213860,0.0,-0.6035809763541651,0.04779994968749923
BaBr2O,mp-1188828,2.0687,-1.7461041349999995,0.34566480145833633
SrEuYSbO6,mp-1520937,0.3461999999999996,-3.006049461000001,0.1267977901875028
Na7Ca3Nb(PO4)6,mp-2714076,2.0915999999999997,-2.8485526440856668,0.03112273415506106
LiCaFeF6,mp-1211093,4.1719,-3.3176890831481476,0.0
VCo3(PO4)4,mp-757057,0.0,-2.1139013386904764,0.16709143677087646
Si2O3,mp-1179195,0.9888999999999999,-1.9661212485000021,0.7751149699999988
Nd3Ni3Bi4,mp-1210154,0.0,-0.6016936732500028,0.008602082249994147
Ce2Cu(NO)2,mp-1022723,0.0,-1.9282782149999989,0.28138025232803976
SrInCu3Se4,mp-1179119,1.2809999999999997,-0.6165403140046296,0.2796365986111118
RbTeOF4,mp-1193891,0.0,-2.276140673452381,0.17767194367063155
V2NiO6,mp-756345,1.7571,-2.008950567777777,0.10340374888889059
Ca2Co2O5,mp-1195056,0.0,-2.0003967776388887,0.1930055895833256
YAl,mp-11229,0.0,-0.43783409500000126,0.030594507500000034
UH12N5F4,mp-1200586,0.0,-1.0263717305681828,0.2334111185985117
FeOF,mp-759164,0.0,-2.0189391522222224,0.10603383629629715
Mn2FeWO6,mp-1078277,0.0,-1.999865575086207,0.030315867499998816
MgOs,mp-1185911,0.0,0.2942672625000009,0.2942672625000009
LiCe3,mp-1185343,0.0,0.2648316679166669,0.2648316679166669
Sr2InBiO6,mp-1518215,0.0,-2.2364126861666653,0.07091486775000266
Cs2MnCl4,mp-1025252,1.2688000000000001,-1.9901184234975386,0.0
FeO2,mp-1097003,0.0,-1.1441381899999996,0.27628657874999973
InAgPd2,mp-1096056,0.34419999999999984,1.7479823337500022,2.1619007150000016
Ce4GaSbS9,mp-1195104,0.0,-1.7609816433541634,0.025533059416670056
Bi,mp-23152,0.0,0.0,0.0
BaGa2,mp-1227946,0.0,-0.46222284833333366,0.0010873233333321686
NdGaNi,mp-1103550,0.0,-0.5561840666666645,0.0
